index	*ID	version	enabled	*Skip Generation	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Ember of Creation	1263	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Crucify	1	1	levelreq		20	20																																										0
Ember of Creation	1264	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	SGrim Ward	1	1	levelreq		20	20																																										0
Ember of Creation	1265	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Might	1	1	levelreq		20	20																																										0
Ember of Creation	1266	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Vengeance	1	1	levelreq		20	20																																										0
Ember of Creation	1267	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Blessed Hammer	1	1	levelreq		20	20																																										0
Ember of Creation	1268	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Concentration	1	1	levelreq		20	20																																										0
Ember of Creation	1269	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Holy Freeze	1	1	levelreq		20	20																																										0
Ember of Creation	1270	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Vigor	1	1	levelreq		20	20																																										0
Ember of Creation	1271	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Holy Shield	1	1	levelreq		20	20																																										0
Ember of Creation	1272	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Judgement	1	1	levelreq		20	20																																										0
Ember of Creation	1273	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Holy Shock	1	1	levelreq		20	20																																										0
Ember of Creation	1274	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Meditation	1	1	levelreq		20	20																																										0
Ember of Creation	1275	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Aura of Divinity	1	1	levelreq		20	20																																										0
Ember of Creation	1276	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Sacred Piercer	1	1	levelreq		20	20																																										0
Ember of Creation	1277	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	SSummon Grizzly	1	1	levelreq		20	20																																										0
Ember of Creation	1278	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Fist of the Heavens	1	1	levelreq		20	20																																										0
Ember of Creation	1279	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Fanaticism	1	1	levelreq		20	20																																										0
Ember of Creation	1280	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Conviction	1	1	levelreq		20	20																																										0
Ember of Creation	1281	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Redemption	1	1	levelreq		20	20																																										0
Ember of Creation	1282	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Salvation	1	1	levelreq		20	20																																										0
Ember of Creation	1283	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Sword Mastery	1	1	levelreq		20	20																																										0
Ember of Creation	1284	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Axe Mastery	1	1	levelreq		20	20																																										0
Ember of Creation	1285	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Prayer	1	1	levelreq		20	20																																										0
Ember of Creation	1286	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Resist Fire	1	1	levelreq		20	20																																										0
Ember of Creation	1287	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Resist Cold	1	1	levelreq		20	20																																										0
Ember of Creation	1288	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Blessed Aim	1	1	levelreq		20	20																																										0
Ember of Creation	1289	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Resist Lightning	1	1	levelreq		20	20																																										0
Ember of Creation	1290	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Sanctuary	1	1	levelreq		20	20																																										0
Ember of Creation	1291	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Thorns	1	1	levelreq		20	20																																										0
Ember of Creation	1292	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Defiance	1	1	levelreq		20	20																																										0
Ember of Creation	1293	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Holy Bolt	1	1	levelreq		20	20																																										0
Ember of Creation	1294	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Holy Fire	1	1	levelreq		20	20																																										0
Ember of Creation	1295	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Charge	1	1	levelreq		20	20																																										0
Ember of Creation	1296	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Cleansing	1	1	levelreq		20	20																																										0
Ember of Creation	1297	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Crucify	1	1	levelreq		20	20																																										0
Ember of Creation	1298	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	SGrim Ward	1	1	levelreq		20	20																																										0
Ember of Creation	1299	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Might	1	1	levelreq		20	20																																										0
Ember of Creation	1300	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Vengeance	1	1	levelreq		20	20																																										0
Ember of Creation	1301	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Blessed Hammer	1	1	levelreq		20	20																																										0
Ember of Creation	1302	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Concentration	1	1	levelreq		20	20																																										0
Ember of Creation	1303	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Holy Freeze	1	1	levelreq		20	20																																										0
Ember of Creation	1304	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Vigor	1	1	levelreq		20	20																																										0
Ember of Creation	1305	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Holy Shield	1	1	levelreq		20	20																																										0
Ember of Creation	1306	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Judgement	1	1	levelreq		20	20																																										0
Ember of Creation	1307	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Holy Shock	1	1	levelreq		20	20																																										0
Ember of Creation	1308	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Meditation	1	1	levelreq		20	20																																										0
Ember of Creation	1309	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Aura of Divinity	1	1	levelreq		20	20																																										0
Ember of Creation	1310	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Sacred Piercer	1	1	levelreq		20	20																																										0
Ember of Creation	1311	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	SSummon Grizzly	1	1	levelreq		20	20																																										0
Ember of Creation	1312	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Fist of the Heavens	1	1	levelreq		20	20																																										0
Ember of Creation	1313	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Fanaticism	1	1	levelreq		20	20																																										0
Ember of Creation	1314	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Conviction	1	1	levelreq		20	20																																										0
Ember of Creation	1315	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Redemption	1	1	levelreq		20	20																																										0
Ember of Creation	1316	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Salvation	1	1	levelreq		20	20																																										0
Ember of Creation	1317	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Sword Mastery	1	1	levelreq		20	20																																										0
Ember of Creation	1318	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Axe Mastery	1	1	levelreq		20	20																																										0
Ember of Creation	1319	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Leap	1	1	levelreq		20	20																																										0
Ember of Creation	1320	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Axe Swarm	1	1	levelreq		20	20																																										0
Ember of Creation	1321	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Throwing Mastery	1	1	levelreq		20	20																																										0
Ember of Creation	1322	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Shout	1	1	levelreq		20	20																																										0
Ember of Creation	1323	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Stun	1	1	levelreq		20	20																																										0
Ember of Creation	1324	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Hatchet Flurry	1	1	levelreq		20	20																																										0
Ember of Creation	1325	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	War Cry	1	1	levelreq		20	20																																										0
Ember of Creation	1326	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Phantom Hatchets	1	1	levelreq		20	20																																										0
Ember of Creation	1327	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Increased Stamina	1	1	levelreq		20	20																																										0
Ember of Creation	1328	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Concentrate	1	1	levelreq		20	20																																										0
Ember of Creation	1329	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Battle Orders	1	1	levelreq		20	20																																										0
Ember of Creation	1330	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	SNova	1	1	levelreq		20	20																																										0
Ember of Creation	1331	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Find Item	1	1	levelreq		20	20																																										0
Ember of Creation	1332	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Leap Attack	1	1	levelreq		20	20																																										0
Ember of Creation	1333	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Frenzy	1	1	levelreq		20	20																																										0
Ember of Creation	1334	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Increased Speed	1	1	levelreq		20	20																																										0
Ember of Creation	1335	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Bash	1	1	levelreq		20	20																																										0
Ember of Creation	1336	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Taunt	1	1	levelreq		20	20																																										0
Ember of Creation	1337	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Mace Mastery	1	1	levelreq		20	20																																										0
Ember of Creation	1338	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Find Potion	1	1	levelreq		20	20																																										0
Ember of Creation	1339	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Iron Skin	1	1	levelreq		20	20																																										0
Ember of Creation	1340	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Stampede	1	1	levelreq		20	20																																										0
Ember of Creation	1341	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Battle Command	1	1	levelreq		20	20																																										0
Ember of Creation	1342	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Pole Arm Mastery	1	1	levelreq		20	20																																										0
Ember of Creation	1343	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Find Rejuvenation	1	1	levelreq		20	20																																										0
Ember of Creation	1344	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Howl	1	1	levelreq		20	20																																										0
Ember of Creation	1345	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Berserk	1	1	levelreq		20	20																																										0
Ember of Creation	1346	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Elemental Mastery	1	1	levelreq		20	20																																										0
Ember of Creation	1347	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Battle Cry	1	1	levelreq		20	20																																										0
Ember of Creation	1348	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Berserk Fury	1	1	levelreq		20	20																																										0
Ember of Creation	1349	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Whirlwind	1	1	levelreq		20	20																																										0
Ember of Creation	1350	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	SThunder Storm Bar	1	1	levelreq		20	20																																										0
Ember of Creation	1351	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Natural Resistance	1	1	levelreq		20	20																																										0
Ember of Creation	1352	100	1			5	1	100	60	mjw	Jewel		7	100000				emberofcreation	item_gem		item_gem	oskill	Raven	1	1	levelreq		20	20																																										0
