Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	ladder	noAlwaysSpawn	*eol
Frozen Wastes Uitem 1			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Gloves Cps 17	186	Endgame Map Valuable	14	Endgame Map Tier 1	6														0
Frozen Wastes Uitem 2			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Gloves Cps 17	186	Endgame Map Valuable	14	Endgame Map Tier 2	6														0
Frozen Wastes Uitem 3			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Gloves Cps 17	186	Endgame Map Valuable	14	Endgame Map Tier 3	5														0
Frozen Wastes Uitem 4			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Gloves Cps 17	186	Endgame Map Valuable	14	Endgame Map Tier 4	5														0
Frozen Wastes Uitem 5			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Gloves Cps 17	186	Endgame Map Valuable	14	Endgame Map Tier 5	4														0
Twisted Maze Uitem 1			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Helm Cps 17	186	Endgame Map Valuable	14	Endgame Map Tier 1	6														0
Twisted Maze Uitem 2			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Helm Cps 17	186	Endgame Map Valuable	14	Endgame Map Tier 2	6														0
Twisted Maze Uitem 3			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Helm Cps 17	186	Endgame Map Valuable	14	Endgame Map Tier 3	5														0
Twisted Maze Uitem 4			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Helm Cps 17	186	Endgame Map Valuable	14	Endgame Map Tier 4	5														0
Twisted Maze Uitem 5			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Helm Cps 17	186	Endgame Map Valuable	14	Endgame Map Tier 5	4														0
Cursed Ossuary Uitem 1			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Body Armor Cps 17	186	Endgame Map Valuable	14	Endgame Map Tier 1	6														0
Cursed Ossuary Uitem 2			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Body Armor Cps 17	186	Endgame Map Valuable	14	Endgame Map Tier 2	6														0
Cursed Ossuary Uitem 3			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Body Armor Cps 17	186	Endgame Map Valuable	14	Endgame Map Tier 3	5														0
Cursed Ossuary Uitem 4			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Body Armor Cps 17	186	Endgame Map Valuable	14	Endgame Map Tier 4	5														0
Cursed Ossuary Uitem 5			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Body Armor Cps 17	186	Endgame Map Valuable	14	Endgame Map Tier 5	4														0
Infernal Nexus Uitem 1			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Missile Cps 17	186	Endgame Map Valuable Gem Bias	14	Endgame Map Tier 1	6														0
Infernal Nexus Uitem 2			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Missile Cps 17	186	Endgame Map Valuable Gem Bias	14	Endgame Map Tier 2	6														0
Infernal Nexus Uitem 3			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Missile Cps 17	186	Endgame Map Valuable Gem Bias	14	Endgame Map Tier 3	5														0
Infernal Nexus Uitem 4			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Missile Cps 17	186	Endgame Map Valuable Gem Bias	14	Endgame Map Tier 4	5														0
Infernal Nexus Uitem 5			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Missile Cps 17	186	Endgame Map Valuable Gem Bias	14	Endgame Map Tier 5	4														0
Reliquary of Souls Uitem 1			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Jewelry Cps 17	186	Endgame Map Valuable Rune Bias	14	Endgame Map Tier 1	6														0
Reliquary of Souls Uitem 2			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Jewelry Cps 17	186	Endgame Map Valuable Rune Bias	14	Endgame Map Tier 2	6														0
Reliquary of Souls Uitem 3			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Jewelry Cps 17	186	Endgame Map Valuable Rune Bias	14	Endgame Map Tier 3	5														0
Reliquary of Souls Uitem 4			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Jewelry Cps 17	186	Endgame Map Valuable Rune Bias	14	Endgame Map Tier 4	5														0
Reliquary of Souls Uitem 5			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Jewelry Cps 17	186	Endgame Map Valuable Rune Bias	14	Endgame Map Tier 5	4														0
Shrine of Destruction Uitem 1			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Class Items Cps 17	186	Endgame Map Valuable Dragon Stone Bias	14	Endgame Map Tier 1	6														0
Shrine of Destruction Uitem 2			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Class Items Cps 17	186	Endgame Map Valuable Dragon Stone Bias	14	Endgame Map Tier 2	6														0
Shrine of Destruction Uitem 3			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Class Items Cps 17	186	Endgame Map Valuable Dragon Stone Bias	14	Endgame Map Tier 3	5														0
Shrine of Destruction Uitem 4			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Class Items Cps 17	186	Endgame Map Valuable Dragon Stone Bias	14	Endgame Map Tier 4	5														0
Shrine of Destruction Uitem 5			1	512	614	820	1024	0	Rune JP (H)	1	Coupon JP (H)	1	Charm JP	1	EGM Equip Class Items Cps 17	186	Endgame Map Valuable Dragon Stone Bias	14	Endgame Map Tier 5	4														0
Cellar Of Pain Bias (Unique) 1	74	100	-4					0	Cellar Of Pain Uitem 1	2	Endgame Map Potion	2																						0
Cellar Of Pain Bias (Unique) 2	74	102	-4					0	Cellar Of Pain Uitem 2	2	Endgame Map Potion	2																						0
Cellar Of Pain Bias (Unique) 3	74	104	-4					0	Cellar Of Pain Uitem 3	2	Endgame Map Potion	2																						0
Cellar Of Pain Bias (Unique) 4	74	106	-4					0	Cellar Of Pain Uitem 4	2	Endgame Map Potion	2																						0
Cellar Of Pain Bias (Unique) 5	74	108	-4					0	Cellar Of Pain Uitem 5	2	Endgame Map Potion	2																						0
Chasm Of Horror Bias (Unique) 1	75	100	-4					0	Chasm Of Horror Uitem 1	2	Endgame Map Potion	2																						0
Chasm Of Horror Bias (Unique) 2	75	102	-4					0	Chasm Of Horror Uitem 2	2	Endgame Map Potion	2																						0
Chasm Of Horror Bias (Unique) 3	75	104	-4					0	Chasm Of Horror Uitem 3	2	Endgame Map Potion	2																						0
Chasm Of Horror Bias (Unique) 4	75	106	-4					0	Chasm Of Horror Uitem 4	2	Endgame Map Potion	2																						0
Chasm Of Horror Bias (Unique) 5	75	108	-4					0	Chasm Of Horror Uitem 5	2	Endgame Map Potion	2																						0
Crypt Of Damnation Bias (Unique) 1	76	100	-4					0	Crypt Of Damnation Uitem 1	2	Endgame Map Potion	2																						0
Crypt Of Damnation Bias (Unique) 2	76	102	-4					0	Crypt Of Damnation Uitem 2	2	Endgame Map Potion	2																						0
Crypt Of Damnation Bias (Unique) 3	76	104	-4					0	Crypt Of Damnation Uitem 3	2	Endgame Map Potion	2																						0
Crypt Of Damnation Bias (Unique) 4	76	106	-4					0	Crypt Of Damnation Uitem 4	2	Endgame Map Potion	2																						0
Crypt Of Damnation Bias (Unique) 5	76	108	-4					0	Crypt Of Damnation Uitem 5	2	Endgame Map Potion	2																						0
Necropolis Bias (Unique) 1	77	100	-4					0	Necropolis Uitem 1	2	Endgame Map Potion	2																						0
Necropolis Bias (Unique) 2	77	102	-4					0	Necropolis Uitem 2	2	Endgame Map Potion	2																						0
Necropolis Bias (Unique) 3	77	104	-4					0	Necropolis Uitem 3	2	Endgame Map Potion	2																						0
Necropolis Bias (Unique) 4	77	106	-4					0	Necropolis Uitem 4	2	Endgame Map Potion	2																						0
Necropolis Bias (Unique) 5	77	108	-4					0	Necropolis Uitem 5	2	Endgame Map Potion	2																						0
Ancient Tomb Bias (Unique) 1	78	100	-4					0	Ancient Tomb Uitem 1	2	Endgame Map Potion	2																						0
Ancient Tomb Bias (Unique) 2	78	102	-4					0	Ancient Tomb Uitem 2	2	Endgame Map Potion	2																						0
Ancient Tomb Bias (Unique) 3	78	104	-4					0	Ancient Tomb Uitem 3	2	Endgame Map Potion	2																						0
Ancient Tomb Bias (Unique) 4	78	106	-4					0	Ancient Tomb Uitem 4	2	Endgame Map Potion	2																						0
Ancient Tomb Bias (Unique) 5	78	108	-4					0	Ancient Tomb Uitem 5	2	Endgame Map Potion	2																						0
Chaos Rift Bias (Unique) 1	79	100	-4					0	Chaos Rift Uitem 1	2	Endgame Map Potion	2																						0
Chaos Rift Bias (Unique) 2	79	102	-4					0	Chaos Rift Uitem 2	2	Endgame Map Potion	2																						0
Chaos Rift Bias (Unique) 3	79	104	-4					0	Chaos Rift Uitem 3	2	Endgame Map Potion	2																						0
Chaos Rift Bias (Unique) 4	79	106	-4					0	Chaos Rift Uitem 4	2	Endgame Map Potion	2																						0
Chaos Rift Bias (Unique) 5	79	108	-4					0	Chaos Rift Uitem 5	2	Endgame Map Potion	2																						0
Infested Lair Bias (Unique) 1	80	100	-4					0	Infested Lair Uitem 1	2	Endgame Map Potion	2																						0
Infested Lair Bias (Unique) 2	80	102	-4					0	Infested Lair Uitem 2	2	Endgame Map Potion	2																						0
Infested Lair Bias (Unique) 3	80	104	-4					0	Infested Lair Uitem 3	2	Endgame Map Potion	2																						0
Infested Lair Bias (Unique) 4	80	106	-4					0	Infested Lair Uitem 4	2	Endgame Map Potion	2																						0
Infested Lair Bias (Unique) 5	80	108	-4					0	Infested Lair Uitem 5	2	Endgame Map Potion	2																						0
Labyrinth Of Suffering Bias (Unique) 1	81	100	-4					0	Labyrinth Of Suffering Uitem 1	2	Endgame Map Potion	2																						0
Labyrinth Of Suffering Bias (Unique) 2	81	102	-4					0	Labyrinth Of Suffering Uitem 2	2	Endgame Map Potion	2																						0
Labyrinth Of Suffering Bias (Unique) 3	81	104	-4					0	Labyrinth Of Suffering Uitem 3	2	Endgame Map Potion	2																						0
Labyrinth Of Suffering Bias (Unique) 4	81	106	-4					0	Labyrinth Of Suffering Uitem 4	2	Endgame Map Potion	2																						0
Labyrinth Of Suffering Bias (Unique) 5	81	108	-4					0	Labyrinth Of Suffering Uitem 5	2	Endgame Map Potion	2																						0
Endless Abyss Bias (Unique) 1	81	100	-4					0	Endless Abyss Uitem 1	2	Endgame Map Potion	2																						0
Endless Abyss Bias (Unique) 2	81	102	-4					0	Endless Abyss Uitem 2	2	Endgame Map Potion	2																						0
Endless Abyss Bias (Unique) 3	81	104	-4					0	Endless Abyss Uitem 3	2	Endgame Map Potion	2																						0
Endless Abyss Bias (Unique) 4	81	106	-4					0	Endless Abyss Uitem 4	2	Endgame Map Potion	2																						0
Endless Abyss Bias (Unique) 5	81	108	-4					0	Endless Abyss Uitem 5	2	Endgame Map Potion	2																						0
Decaying Depths Bias (Unique) 1	82	100	-4					0	Decaying Depths Uitem 1	2	Endgame Map Potion	2																						0
Decaying Depths Bias (Unique) 2	82	102	-4					0	Decaying Depths Uitem 2	2	Endgame Map Potion	2																						0
Decaying Depths Bias (Unique) 3	82	104	-4					0	Decaying Depths Uitem 3	2	Endgame Map Potion	2																						0
Decaying Depths Bias (Unique) 4	82	106	-4					0	Decaying Depths Uitem 4	2	Endgame Map Potion	2																						0
Decaying Depths Bias (Unique) 5	82	108	-4					0	Decaying Depths Uitem 5	2	Endgame Map Potion	2																						0
Frozen Wastes Bias (Unique) 1	83	100	-4					0	Frozen Wastes Uitem 1	2	Endgame Map Potion	2																						0
Frozen Wastes Bias (Unique) 2	83	102	-4					0	Frozen Wastes Uitem 2	2	Endgame Map Potion	2																						0
Frozen Wastes Bias (Unique) 3	83	104	-4					0	Frozen Wastes Uitem 3	2	Endgame Map Potion	2																						0
Frozen Wastes Bias (Unique) 4	83	106	-4					0	Frozen Wastes Uitem 4	2	Endgame Map Potion	2																						0
Frozen Wastes Bias (Unique) 5	83	108	-4					0	Frozen Wastes Uitem 5	2	Endgame Map Potion	2																						0
Twisted Maze Bias (Unique) 1	84	100	-4					0	Twisted Maze Uitem 1	2	Endgame Map Potion	2																						0
Twisted Maze Bias (Unique) 2	84	102	-4					0	Twisted Maze Uitem 2	2	Endgame Map Potion	2																						0
Twisted Maze Bias (Unique) 3	84	104	-4					0	Twisted Maze Uitem 3	2	Endgame Map Potion	2																						0
Twisted Maze Bias (Unique) 4	84	106	-4					0	Twisted Maze Uitem 4	2	Endgame Map Potion	2																						0
Twisted Maze Bias (Unique) 5	84	108	-4					0	Twisted Maze Uitem 5	2	Endgame Map Potion	2																						0
Cursed Ossuary Bias (Unique) 1	85	100	-4					0	Cursed Ossuary Uitem 1	2	Endgame Map Potion	2																						0
Cursed Ossuary Bias (Unique) 2	85	102	-4					0	Cursed Ossuary Uitem 2	2	Endgame Map Potion	2																						0
Cursed Ossuary Bias (Unique) 3	85	104	-4					0	Cursed Ossuary Uitem 3	2	Endgame Map Potion	2																						0
Cursed Ossuary Bias (Unique) 4	85	106	-4					0	Cursed Ossuary Uitem 4	2	Endgame Map Potion	2																						0
Cursed Ossuary Bias (Unique) 5	85	108	-4					0	Cursed Ossuary Uitem 5	2	Endgame Map Potion	2																						0
Infernal Nexus Bias (Unique) 1	86	100	-4					0	Infernal Nexus Uitem 1	2	Endgame Map Potion	2																						0
Infernal Nexus Bias (Unique) 2	86	102	-4					0	Infernal Nexus Uitem 2	2	Endgame Map Potion	2																						0
Infernal Nexus Bias (Unique) 3	86	104	-4					0	Infernal Nexus Uitem 3	2	Endgame Map Potion	2																						0
Infernal Nexus Bias (Unique) 4	86	106	-4					0	Infernal Nexus Uitem 4	2	Endgame Map Potion	2																						0
Infernal Nexus Bias (Unique) 5	86	108	-4					0	Infernal Nexus Uitem 5	2	Endgame Map Potion	2																						0
Reliquary of Souls Bias (Unique) 1	87	100	-4					0	Reliquary of Souls Uitem 1	2	Endgame Map Potion	2																						0
Reliquary of Souls Bias (Unique) 2	87	102	-4					0	Reliquary of Souls Uitem 2	2	Endgame Map Potion	2																						0
Reliquary of Souls Bias (Unique) 3	87	104	-4					0	Reliquary of Souls Uitem 3	2	Endgame Map Potion	2																						0
Reliquary of Souls Bias (Unique) 4	87	106	-4					0	Reliquary of Souls Uitem 4	2	Endgame Map Potion	2																						0
Reliquary of Souls Bias (Unique) 5	87	108	-4					0	Reliquary of Souls Uitem 5	2	Endgame Map Potion	2																						0
Shrine of Destruction Bias (Unique) 1	88	100	-4					0	Shrine of Destruction Uitem 1	2	Endgame Map Potion	2																						0
Shrine of Destruction Bias (Unique) 2	88	102	-4					0	Shrine of Destruction Uitem 2	2	Endgame Map Potion	2																						0
Shrine of Destruction Bias (Unique) 3	88	104	-4					0	Shrine of Destruction Uitem 3	2	Endgame Map Potion	2																						0
Shrine of Destruction Bias (Unique) 4	88	106	-4					0	Shrine of Destruction Uitem 4	2	Endgame Map Potion	2																						0
Shrine of Destruction Bias (Unique) 5	88	108	-4					0	Shrine of Destruction Uitem 5	2	Endgame Map Potion	2																						0
Cellar Of Pain Bias (Champ) Desecrated 1	89	100	-2					0	Worldstone Shards	1	Cellar Of Pain Bias (Champ) 1	1																						0
Cellar Of Pain Bias (Champ) Desecrated 2	89	102	-2					0	Worldstone Shards	1	Cellar Of Pain Bias (Champ) 2	1																						0
Cellar Of Pain Bias (Champ) Desecrated 3	89	104	-2					0	Worldstone Shards	1	Cellar Of Pain Bias (Champ) 3	1																						0
Cellar Of Pain Bias (Champ) Desecrated 4	89	106	-2					0	Worldstone Shards	1	Cellar Of Pain Bias (Champ) 4	1																						0
Cellar Of Pain Bias (Champ) Desecrated 5	89	108	-2					0	Worldstone Shards	1	Cellar Of Pain Bias (Champ) 5	1																						0
Chasm Of Horror Bias (Champ) Desecrated 1	90	100	-2					0	Worldstone Shards	1	Chasm Of Horror Bias (Champ) 1	1																						0
Chasm Of Horror Bias (Champ) Desecrated 2	90	102	-2					0	Worldstone Shards	1	Chasm Of Horror Bias (Champ) 2	1																						0
Chasm Of Horror Bias (Champ) Desecrated 3	90	104	-2					0	Worldstone Shards	1	Chasm Of Horror Bias (Champ) 3	1																						0
Chasm Of Horror Bias (Champ) Desecrated 4	90	106	-2					0	Worldstone Shards	1	Chasm Of Horror Bias (Champ) 4	1																						0
Chasm Of Horror Bias (Champ) Desecrated 5	90	108	-2					0	Worldstone Shards	1	Chasm Of Horror Bias (Champ) 5	1																						0
Crypt Of Damnation Bias (Champ) Desecrated 1	91	100	-2					0	Worldstone Shards	1	Crypt Of Damnation Bias (Champ) 1	1																						0
Crypt Of Damnation Bias (Champ) Desecrated 2	91	102	-2					0	Worldstone Shards	1	Crypt Of Damnation Bias (Champ) 2	1																						0
Crypt Of Damnation Bias (Champ) Desecrated 3	91	104	-2					0	Worldstone Shards	1	Crypt Of Damnation Bias (Champ) 3	1																						0
Crypt Of Damnation Bias (Champ) Desecrated 4	91	106	-2					0	Worldstone Shards	1	Crypt Of Damnation Bias (Champ) 4	1																						0
Crypt Of Damnation Bias (Champ) Desecrated 5	91	108	-2					0	Worldstone Shards	1	Crypt Of Damnation Bias (Champ) 5	1																						0
Necropolis Bias (Champ) Desecrated 1	92	100	-2					0	Worldstone Shards	1	Necropolis Bias (Champ) 1	1																						0
Necropolis Bias (Champ) Desecrated 2	92	102	-2					0	Worldstone Shards	1	Necropolis Bias (Champ) 2	1																						0
Necropolis Bias (Champ) Desecrated 3	92	104	-2					0	Worldstone Shards	1	Necropolis Bias (Champ) 3	1																						0
Necropolis Bias (Champ) Desecrated 4	92	106	-2					0	Worldstone Shards	1	Necropolis Bias (Champ) 4	1																						0
Necropolis Bias (Champ) Desecrated 5	92	108	-2					0	Worldstone Shards	1	Necropolis Bias (Champ) 5	1																						0
Ancient Tomb Bias (Champ) Desecrated 1	93	100	-2					0	Worldstone Shards	1	Ancient Tomb Bias (Champ) 1	1																						0
Ancient Tomb Bias (Champ) Desecrated 2	93	102	-2					0	Worldstone Shards	1	Ancient Tomb Bias (Champ) 2	1																						0
Ancient Tomb Bias (Champ) Desecrated 3	93	104	-2					0	Worldstone Shards	1	Ancient Tomb Bias (Champ) 3	1																						0
Ancient Tomb Bias (Champ) Desecrated 4	93	106	-2					0	Worldstone Shards	1	Ancient Tomb Bias (Champ) 4	1																						0
Ancient Tomb Bias (Champ) Desecrated 5	93	108	-2					0	Worldstone Shards	1	Ancient Tomb Bias (Champ) 5	1																						0
Chaos Rift Bias (Champ) Desecrated 1	94	100	-2					0	Worldstone Shards	1	Chaos Rift Bias (Champ) 1	1																						0
Chaos Rift Bias (Champ) Desecrated 2	94	102	-2					0	Worldstone Shards	1	Chaos Rift Bias (Champ) 2	1																						0
Chaos Rift Bias (Champ) Desecrated 3	94	104	-2					0	Worldstone Shards	1	Chaos Rift Bias (Champ) 3	1																						0
Chaos Rift Bias (Champ) Desecrated 4	94	106	-2					0	Worldstone Shards	1	Chaos Rift Bias (Champ) 4	1																						0
Chaos Rift Bias (Champ) Desecrated 5	94	108	-2					0	Worldstone Shards	1	Chaos Rift Bias (Champ) 5	1																						0
Infested Lair Bias (Champ) Desecrated 1	95	100	-2					0	Worldstone Shards	1	Infested Lair Bias (Champ) 1	1																						0
Infested Lair Bias (Champ) Desecrated 2	95	102	-2					0	Worldstone Shards	1	Infested Lair Bias (Champ) 2	1																						0
Infested Lair Bias (Champ) Desecrated 3	95	104	-2					0	Worldstone Shards	1	Infested Lair Bias (Champ) 3	1																						0
Infested Lair Bias (Champ) Desecrated 4	95	106	-2					0	Worldstone Shards	1	Infested Lair Bias (Champ) 4	1																						0
Infested Lair Bias (Champ) Desecrated 5	95	108	-2					0	Worldstone Shards	1	Infested Lair Bias (Champ) 5	1																						0
Labyrinth Of Suffering Bias (Champ) Desecrated 1	96	100	-2					0	Worldstone Shards	1	Labyrinth Of Suffering Bias (Champ) 1	1																						0
Labyrinth Of Suffering Bias (Champ) Desecrated 2	96	102	-2					0	Worldstone Shards	1	Labyrinth Of Suffering Bias (Champ) 2	1																						0
Labyrinth Of Suffering Bias (Champ) Desecrated 3	96	104	-2					0	Worldstone Shards	1	Labyrinth Of Suffering Bias (Champ) 3	1																						0
